ID,Date,SalePrice,PropertyID,PropertyType,Bedrooms,Bathrooms,SqFtTotLiving,SqFtLot,YrBuilt
402,9/1/06,696500,173000047,Single Family,3,2.5,2620,7632,2006
403,7/2/07,349950,173000050,Townhouse,3,3.25,1310,1048,2007
404,5/21/12,210000,173000050,Townhouse,3,3.25,1310,1048,2007
405,2/27/12,237500,173000110,Single Family,3,1.5,1240,9375,1955
406,7/27/06,325000,179000070,Single Family,4,1,1570,8304,1905
407,1/12/07,418950,179000965,Single Family,5,3,2200,3745,2006
408,10/9/06,324000,179001046,Single Family,3,2.5,1190,3000,2002
409,11/19/10,119950,179001101,Single Family,3,1,840,3000,1943
410,4/27/06,295000,179001391,Single Family,4,2.5,2330,3000,2006
411,1/13/06,255000,179001435,Single Family,5,3,2640,7000,2010
412,8/17/09,350000,179001455,Single Family,4,3.25,3450,5000,2008
413,1/28/10,310000,179001755,Single Family,3,2.5,2520,4500,2009
414,5/4/10,320000,179001756,Single Family,4,2.5,2480,4500,2010
415,8/14/06,280000,185000110,Single Family,3,1,1810,17700,1941
416,5/5/09,249950,185000118,Single Family,4,2,1880,7500,1946
417,2/23/15,212000,185000118,Single Family,4,2,1880,7500,1946
418,8/18/06,539950,186000050,Single Family,3,2.5,2330,7043,1976
419,4/13/06,870000,191100090,Single Family,4,2.5,2600,9525,1970
420,5/23/06,877000,191100140,Single Family,4,2.5,2250,10160,1967
421,3/21/07,870000,191100235,Single Family,4,3.5,2790,10125,1985
422,5/30/08,790000,191100235,Single Family,4,3.5,2790,10125,1985
423,1/11/07,655000,191100245,Single Family,5,2.25,1920,9525,1961
424,5/10/07,858450,191100290,Single Family,4,2.75,2910,9525,1965
425,7/6/09,1375000,191100405,Single Family,4,3.25,3410,10125,2007
426,4/20/06,855000,191100585,Single Family,4,2.75,2910,10125,1963
427,3/7/06,1127555,191100672,Single Family,4,3.75,3160,9525,1997
428,8/18/08,1315000,191100672,Single Family,4,3.75,3160,9525,1997
429,11/3/06,710000,191100720,Single Family,3,2.75,1910,9525,1990
430,6/30/11,1192000,191100840,Single Family,4,3.5,3570,9525,2004
431,3/6/07,854950,191101115,Single Family,4,2.25,2250,9525,1966
432,9/29/09,900000,191101120,Single Family,3,2.5,2160,11430,1959
433,3/6/08,435000,192301050,Single Family,4,0.75,1510,14276,1968
434,2/25/08,342000,192450200,Single Family,3,1.5,1140,20383,1985
435,7/9/07,345000,192450340,Single Family,3,1.5,1100,15258,1985
436,4/17/08,389950,192460220,Single Family,3,1,1960,15200,1986
437,4/6/07,359000,192460330,Single Family,3,1,1140,18678,1985
438,3/29/11,199000,192650040,Single Family,4,2.5,1738,2796,2005
439,5/23/06,259950,192700030,Single Family,3,1.5,1430,15611,1918
440,9/10/09,156750,192700080,Single Family,3,2.5,2070,25710,1917
441,7/28/08,275000,193300130,Single Family,3,1.75,1240,10887,1987
442,1/24/06,257500,193300140,Single Family,3,1.75,1240,10956,1987
443,9/11/06,270000,193500010,Single Family,3,1.75,1470,9680,1968
444,6/28/12,320000,193600200,Single Family,3,1.75,1170,8740,1968
445,4/2/07,675000,194000125,Single Family,4,2.5,2710,3245,1916
446,5/27/09,412750,194000265,Single Family,3,1.75,1580,5750,1949
447,6/9/10,387000,194000365,Single Family,2,1,970,3393,1909
448,7/19/07,632500,194000390,Single Family,4,2.75,2370,5850,1928
449,4/24/06,554000,194000505,Single Family,3,2,1940,6440,1940
450,6/1/11,356000,194000575,Single Family,4,1,1340,5800,1914
451,7/24/06,750000,194000655,Single Family,5,2.25,2240,5850,1915
452,11/13/06,375000,194000705,Single Family,2,1,1390,4292,1925
453,6/16/14,447347,195800040,Single Family,4,2.5,2254,6207,2013
454,8/17/06,490000,200300170,Single Family,4,2.5,2170,7202,1993
455,8/21/07,575000,200350070,Single Family,3,2.75,2930,5569,2004
456,7/16/12,465000,200350070,Single Family,3,2.75,2930,5569,2004
457,4/28/09,580000,200480020,Single Family,5,2.5,3000,7912,2007
458,2/6/08,765000,200480090,Single Family,4,2.5,2910,6841,2007
459,7/15/08,523000,200500250,Single Family,3,2.5,1930,6346,1989
460,6/18/07,600000,200500670,Single Family,3,2.5,2340,8111,1989
461,4/14/06,725000,200510040,Single Family,3,2,2320,12627,1989
462,9/25/08,525000,200510410,Single Family,4,2.5,2360,7440,1989
463,12/16/10,459500,200800470,Single Family,4,2.25,2050,9586,1984
464,1/26/10,438750,200800480,Single Family,3,2.5,1960,8469,1984
465,3/18/15,932950,200850040,Single Family,4,4.5,3820,5000,2015
466,4/8/14,535000,200910010,Single Family,4,3.5,3659,7968,2007
467,2/20/08,668000,200910080,Single Family,4,3,3210,7279,2007
468,6/12/06,570000,201000190,Single Family,3,2.25,1640,10377,1967
469,2/7/06,700000,201000330,Single Family,3,2.5,2390,10700,1967
470,9/11/12,371000,201000810,Single Family,3,2.5,3040,11125,2014
471,10/23/07,1100000,203100195,Single Family,3,2.5,1900,11216,1996
472,3/3/11,335000,203100845,Single Family,3,1.75,1660,18009,1980
473,4/24/06,450000,203101045,Single Family,4,2.75,2780,20794,1977
474,7/10/06,366000,203101210,Single Family,2,1,1640,17335,1978
475,12/12/07,345000,203101210,Single Family,2,1,1640,17335,1978
476,3/7/07,735000,203101240,Single Family,4,2.5,3270,21270,2007
477,4/7/11,407000,203101330,Single Family,3,2.25,2440,47916,1991
478,8/10/09,464990,203101410,Single Family,3,2.5,2439,23435,1999
479,12/13/13,150000,203101530,Single Family,2,2,1540,54450,1983
480,2/2/10,500000,203600130,Single Family,3,2.5,2190,38307,1996
481,6/24/09,565000,203600140,Single Family,3,2.75,2150,31238,1996
482,11/16/06,566000,203600180,Single Family,4,2.5,2650,47081,1997
483,6/14/07,720000,203600300,Single Family,4,2.5,3130,40105,1997
484,2/23/06,624950,203600390,Single Family,4,3,2970,31774,1998
485,4/8/08,610000,203600460,Single Family,5,3.5,3060,43703,1998
486,6/18/08,600000,203600470,Single Family,4,2.5,2690,32780,1998
487,11/9/11,547000,203600560,Single Family,4,2.5,2840,34203,1997
488,3/28/12,535000,203600590,Single Family,4,2.5,2770,63118,1997
489,2/28/08,463500,203900320,Single Family,3,2.5,2120,15297,2007
490,10/3/07,374950,203900920,Single Family,3,2,1130,9879,1996
491,3/16/10,260000,203900920,Single Family,3,2,1130,9879,1996
492,5/21/07,380000,204000175,Single Family,3,2,1680,8946,1996
493,6/22/10,439000,205000010,Single Family,4,2.5,2450,55387,1994
494,5/14/10,495000,205000170,Single Family,3,2.5,1930,24904,1994
495,10/14/13,650000,205000190,Single Family,4,2.5,2980,24703,1993
496,4/22/10,529900,205000240,Single Family,3,2.5,2330,33881,1994
497,3/20/13,540000,205000410,Single Family,3,2.5,2320,32772,1992
498,10/23/07,662500,205000450,Single Family,4,2.5,2470,33305,1993
499,1/27/10,554000,205000450,Single Family,4,2.5,2470,33305,1993
500,4/21/09,514000,205000570,Single Family,3,2.5,2650,21546,1996
501,8/10/06,750000,205000740,Single Family,3,2.5,2930,42060,1994
502,2/19/08,699950,205000770,Single Family,3,2.5,2290,62290,1996
503,7/10/06,1600000,207500010,Single Family,3,3.25,3410,6006,1946
504,1/23/12,815500,207500015,Single Family,3,2.25,2750,5004,2011
505,10/1/07,512775,207700010,Single Family,4,2.75,2260,4087,2007
506,12/18/06,514627,207700030,Single Family,4,2.75,2260,4316,2007
507,3/14/07,597659,207700050,Single Family,5,3,3110,4464,2007
508,1/8/07,563787,207700100,Single Family,4,2.75,2260,5752,2007
509,6/1/07,544192,207700130,Single Family,4,2.5,2450,4245,2007
510,2/23/07,561724,207700170,Single Family,3,2.5,2430,5549,2007
511,6/27/07,573954,207700180,Single Family,5,2.5,2450,5047,2007
512,11/16/10,449000,207700180,Single Family,5,2.5,2450,5047,2007
513,6/19/06,600000,208500160,Single Family,4,2.5,2430,6099,1965
514,9/14/10,310000,217500025,Single Family,3,1.75,1590,8546,1959
515,4/5/10,389950,217500070,Single Family,4,2.5,2180,8250,1959
516,7/3/07,415000,217700240,Single Family,3,1.75,1610,9600,1959
517,6/19/08,420000,217700240,Single Family,3,1.75,1610,9600,1959
518,8/14/09,832500,219000095,Single Family,3,2,2480,7480,1954
519,5/11/06,218000,221049059,Single Family,3,2,2488,31500,1916
520,8/23/12,272000,221049191,Single Family,3,2.5,2120,22482,1979
521,10/28/08,390000,221049225,Single Family,4,2.5,2400,15069,1991
522,11/6/06,538000,221059091,Single Family,3,1.75,2030,99316,1962
523,11/18/09,650000,222069034,Single Family,4,3.5,3560,102366,2005
524,3/29/07,490000,222069035,Single Family,3,1.5,1920,207781,1953
525,7/25/07,535000,222069036,Single Family,3,1.5,1090,409464,1945
526,9/1/11,494000,222069058,Single Family,3,3.25,2250,60548,2005
527,8/28/13,225000,222069096,Single Family,3,1,1880,40755,1970
528,5/11/07,1750000,223039034,Single Family,3,1.75,2680,28525,1936
529,12/31/07,869000,223039185,Single Family,4,3.5,3780,5026,2007
530,4/18/11,401000,223039187,Single Family,4,2.25,2180,5238,1955
531,2/11/08,800000,223039333,Single Family,4,3.5,3660,5026,2007
532,9/11/09,349500,223049018,Single Family,4,2.5,2040,9478,1900
533,8/29/06,435000,223049027,Single Family,4,2,1976,11504,1910
534,11/27/06,369000,223049050,Single Family,3,1,1380,7182,1953
535,8/28/06,267500,223049105,Single Family,4,2,1420,5000,1955
536,8/30/06,120040,223049108,Single Family,3,1.75,1450,8040,1955
537,4/6/06,400000,223049110,Single Family,3,2.75,1400,10614,1924
538,10/18/06,386000,223049129,Single Family,4,2.75,2140,6490,1966
539,9/18/06,447500,223049147,Single Family,5,3,2450,5877,2006
540,6/15/07,1047000,224059025,Single Family,4,4.25,4940,43560,1989
541,8/23/06,802000,224069092,Single Family,3,2.5,3410,13492,2006
542,10/6/08,495000,224069102,Single Family,3,2,1860,42800,1983
543,7/15/13,550000,225039049,Single Family,2,1,1530,6450,1920
544,3/7/07,405000,225039097,Single Family,4,2.5,2960,6476,2007
545,6/19/07,390000,225039125,Single Family,2,1,720,4000,1941
546,6/29/10,430000,225039160,Single Family,2,1.75,1280,5018,1948
547,10/25/10,572000,225039171,Single Family,4,2.5,1850,6450,1975
548,11/18/10,342000,225039175,Single Family,5,3,2450,4591,1994
549,12/4/06,1180000,225069010,Single Family,4,3.5,4410,70844,2005
550,5/28/09,1119000,225069043,Single Family,4,3.5,4640,220413,2008
551,5/30/06,389000,225100081,Single Family,3,1.5,960,7104,1959
552,10/9/06,549988,226039009,Single Family,4,3.5,3370,10973,1957
553,3/25/10,420000,226039014,Multiplex,5,2,2610,11287,1960
554,4/28/06,875000,226039103,Single Family,4,4,4920,21254,2008
555,12/18/06,546500,226039212,Single Family,3,1.75,2560,10464,1957
556,6/8/09,420000,226039225,Single Family,4,1.75,2420,10500,1957
557,7/13/07,789950,226039315,Single Family,4,2.5,2630,7140,1977
558,3/10/06,580000,226039317,Single Family,4,3.75,3210,8520,1976
559,8/8/06,390000,226039318,Single Family,3,2,1630,7906,1953
560,2/20/07,734950,226039375,Single Family,3,2.5,2930,7826,2005
561,5/20/08,644950,226039377,Single Family,3,2.5,2680,8363,2007
562,5/24/07,780000,226039378,Single Family,3,2.5,2980,7630,2006
563,11/22/09,230000,226049043,Single Family,2,1,960,6377,1958
564,1/6/06,514950,226049067,Single Family,4,2.5,2680,9982,2005
565,7/6/11,352000,226059023,Single Family,3,2.5,2100,24583,1984
566,4/16/08,790000,226059095,Single Family,3,3,3140,74052,1977
567,4/27/11,410000,226059123,Single Family,4,3,1820,77972,1978
568,7/10/06,702000,226059166,Single Family,4,3.25,2870,36649,1988
569,3/29/06,840000,226059180,Single Family,4,2.5,3650,23659,2001
570,7/14/09,510000,227900060,Single Family,4,3,3490,16028,2001
571,1/28/09,350000,235000035,Single Family,5,1.75,2900,5336,1955
572,2/13/07,292000,236400110,Single Family,3,1.5,1290,8800,1959
573,9/24/08,295000,236500010,Single Family,3,1.75,1650,8850,1959
574,4/16/08,483000,238000244,Single Family,3,2.5,2890,21780,2000
575,4/21/14,275000,240000260,Single Family,1,1.5,1514,16475,1934
576,6/23/11,544950,240000269,Single Family,4,4.5,4060,10800,2007
577,9/28/06,296950,240000356,Single Family,4,1.75,1520,7350,1962
578,8/25/06,370000,241500035,Single Family,4,1.75,2120,9842,1958
579,2/13/09,330000,241900050,Single Family,5,2.5,2740,5400,2005
580,4/21/06,410000,241900210,Single Family,4,2.5,2580,5460,2005
581,3/31/06,379950,243000180,Single Family,4,1.75,2510,8775,1953
582,9/11/06,320000,243000335,Single Family,4,1.75,1560,8450,1954
583,11/17/10,340000,243000380,Single Family,3,1.75,2080,7800,1955
584,5/2/07,840000,249000030,Single Family,3,2.5,2310,7589,2004
585,7/26/06,660000,249000105,Single Family,4,1,1300,8400,1953
586,5/20/09,500000,249000115,Single Family,5,3.75,3750,8266,2015
587,11/10/06,689000,249000135,Single Family,2,1,1140,9137,1953
588,4/10/07,1100000,249000155,Single Family,5,2.75,2780,8913,1952
589,8/25/08,1830000,249000195,Single Family,4,3.75,4630,8742,2007
590,9/5/06,650000,249000205,Single Family,5,3.75,4470,8088,2008
591,8/8/06,600000,249000215,Single Family,4,3.75,4990,10196,2008
592,6/21/07,700000,249000240,Single Family,2,1,1100,8724,1952
593,11/27/07,675000,250000010,Single Family,4,3.5,3845,8400,2013
594,10/12/07,826000,250000090,Single Family,4,4.5,4650,7660,2008
595,5/10/06,694950,250000145,Single Family,5,1.75,2350,10352,1954
596,8/27/07,492102,250000160,Single Family,4,2,1890,11391,1954
597,3/30/07,700000,250000210,Single Family,4,4.5,4250,8487,2008
598,10/1/10,635000,250000235,Single Family,3,2.25,1980,8260,1954
599,10/25/06,575000,250000320,Single Family,4,1.75,1350,9293,1954
600,7/5/07,750000,250000320,Single Family,4,1.75,1350,9293,1954
601,5/1/07,742500,251000065,Single Family,4,2,2490,41159,1954
602,8/8/06,474000,251200330,Single Family,4,2.5,2340,7254,1980
603,6/12/13,335000,251300010,Single Family,4,2.5,2950,8440,1990
604,7/24/06,390000,251300110,Single Family,3,2.25,2510,12013,1988
605,7/31/14,225000,251300110,Single Family,3,2.25,2510,12013,1988
606,9/27/06,380000,251300260,Single Family,4,2.5,2070,7800,1989
607,5/13/08,3659000,251500080,Single Family,4,4,4810,18851,2007
608,1/30/06,1150000,251500230,Single Family,4,3,3080,19934,1971
609,10/17/07,1795000,251500260,Single Family,4,2.75,2710,20185,1973
610,11/11/09,2500000,251600020,Single Family,5,5,6080,20168,2000
611,7/26/07,367500,252000410,Single Family,3,1.5,1920,18928,1966
612,8/25/06,419000,252000530,Single Family,4,3.25,2470,12994,2005
613,8/22/06,459950,252000560,Single Family,3,2.25,2450,17400,1978
614,4/10/07,296000,253000295,Single Family,4,2.5,1530,10350,1955
615,3/27/07,411000,253600100,Single Family,4,2.5,1860,4025,2000
616,3/16/07,413900,253600120,Single Family,3,2.5,1860,3914,2000
617,4/4/06,361000,254000025,Single Family,3,1.75,1880,6032,1928
618,5/2/06,645000,254000100,Single Family,4,2.25,2870,5453,1926
619,1/17/08,582000,254000100,Single Family,4,2.25,2870,5453,1926
620,12/3/07,600000,254000101,Single Family,3,2.5,2060,4150,2007
621,7/10/06,559000,254000241,Single Family,3,2.5,2220,5279,2006
622,12/10/08,505000,254000241,Single Family,3,2.5,2220,5279,2006
623,7/25/06,410000,254000305,Single Family,2,2,1770,6293,1912
624,10/3/07,379000,254000330,Single Family,4,2.5,2510,5297,2008
625,10/3/06,610000,254000445,Single Family,6,4.75,2940,5054,1942
626,9/26/07,489950,254000525,Single Family,3,1.75,2380,6026,1967
627,5/3/10,395000,255000320,Single Family,3,2.5,1990,12866,1986
628,11/29/06,460000,255000470,Single Family,3,2.25,1850,7154,1985
629,6/7/10,285030,255370010,Single Family,4,2.5,2210,3600,2010
630,10/10/12,289995,255370020,Single Family,4,2.5,2020,3600,2012
631,9/8/08,388300,255370030,Single Family,4,2.5,2020,3600,2008
632,1/25/11,250000,255370030,Single Family,4,2.5,2020,3600,2008
633,9/18/07,356875,255370110,Single Family,3,2.5,2020,3593,2007
634,8/22/07,392225,255370240,Single Family,3,2.5,2580,4128,2007
635,11/6/07,394985,255370280,Single Family,3,2.5,2580,4129,2008
636,4/21/08,310000,255370330,Single Family,3,2.5,2020,4900,2008
637,9/10/07,410920,255370370,Single Family,4,2.5,2580,3800,2007
638,6/22/10,292875,255370420,Single Family,3,2.5,1990,3644,2010
639,3/20/08,374600,255370520,Single Family,4,2.5,2020,4812,2008
640,9/19/13,308000,255370520,Single Family,4,2.5,2020,4812,2008
641,2/18/09,349990,255370570,Single Family,4,3.5,2690,5564,2007
642,2/26/08,845000,255400180,Single Family,4,3.25,3840,7748,2003
643,4/3/06,804950,255400230,Single Family,3,2.75,3750,9437,2003
644,8/12/14,404620,255450360,Single Family,3,2.5,2370,4200,2014
645,12/20/06,566189,255520060,Single Family,4,2.75,3360,7061,2006
646,5/12/06,503689,255520090,Single Family,4,2.75,3340,8213,2006
647,3/15/06,522714,255520150,Single Family,3,2.5,2830,9972,2006
648,12/1/06,537500,255520180,Single Family,3,2.5,4040,8653,2006
649,4/5/13,505000,255520180,Single Family,3,2.5,4040,8653,2006
650,1/6/06,464150,255520220,Single Family,4,2.5,3440,9443,2006
651,8/23/06,362835,255550070,Single Family,4,3,1930,3031,2006
652,7/19/06,365000,255550100,Single Family,3,2.25,1930,3462,2004
653,1/29/08,390000,255550150,Single Family,4,3.25,2090,3002,2005
654,11/28/11,273000,255550190,Single Family,3,2.5,2100,3574,2005
655,9/6/12,245000,255550230,Single Family,3,2.5,1570,2577,2005
656,8/10/06,265000,255900130,Single Family,3,1.75,1140,7078,1986
657,6/22/07,380500,257000037,Single Family,3,1,2120,31564,1942
658,12/29/14,200000,257000037,Single Family,3,1,2120,31564,1942
659,3/10/06,220000,257000119,Single Family,3,1.75,1420,24690,1944
660,9/20/06,422000,257000193,Multiplex,9,2.75,2480,9699,1949
661,6/30/11,184000,257000229,Single Family,3,1.5,1820,8422,1964
662,11/16/06,282000,257000249,Single Family,3,1.75,1760,9727,1925
663,6/18/07,240000,257000263,Single Family,3,0.75,1130,13927,1929
664,5/28/10,355000,259100040,Single Family,3,2.5,2090,8428,1962
665,8/5/10,475000,259100110,Single Family,4,2.5,2240,8200,1963
666,2/21/07,401000,259200090,Single Family,4,2.25,2220,7700,1964
667,8/16/07,587950,259500050,Single Family,4,2.5,3190,4500,2007
668,12/17/13,468000,259500050,Single Family,4,2.5,3190,4500,2007
669,12/7/07,716293,259500190,Single Family,4,3.5,4020,5079,2007
670,8/16/07,557371,259500230,Single Family,3,2.5,2670,4534,2007
671,5/21/07,595205,259500260,Single Family,3,2.5,3040,4666,2007
672,4/13/07,559900,259500270,Single Family,3,2.5,3040,4535,2007
673,10/18/06,441000,259600050,Single Family,3,1.75,1250,9605,1964
674,2/22/06,557000,259600090,Single Family,4,2.75,2720,9605,1965
675,6/4/07,565000,259600120,Single Family,6,2,2330,9605,1964
676,4/24/07,270000,259600200,Single Family,3,2.5,1460,7210,1964
677,1/22/15,345000,259600260,Single Family,3,1,1250,7210,1964
678,2/16/06,408472,259600300,Single Family,3,1.75,1460,8075,1963
679,10/1/07,439950,259600330,Single Family,4,2,1470,10291,1963
680,11/18/08,390000,259600490,Single Family,3,1.75,1220,7432,1963
681,7/15/07,500000,259600790,Single Family,3,1.75,1220,7370,1964
682,7/11/08,579000,259600800,Single Family,4,2.5,1730,7700,1965
683,7/10/06,453000,259601090,Single Family,3,1.75,1460,8141,1964
684,7/19/07,486000,259700180,Single Family,4,1,1650,8250,1966
685,10/5/06,445000,259800430,Single Family,3,1,1560,7272,1966
686,12/5/10,466000,259800680,Single Family,4,2.25,2130,7210,1965
687,3/25/09,372500,259800720,Single Family,4,2,1460,10546,1965
688,4/12/06,430000,259800750,Single Family,3,1.5,1250,8004,1965
689,1/23/07,455000,259800750,Single Family,3,1.5,1250,8004,1965
690,12/23/10,335000,259800760,Single Family,3,1.75,1250,9240,1965
691,2/8/07,416500,259800950,Single Family,2,1,1010,8034,1964
692,8/30/06,454950,259801080,Single Family,3,1.75,1310,7107,1965
693,6/14/11,515000,259900040,Single Family,4,2.75,2300,3840,2000
694,4/11/07,621000,259900050,Single Family,3,2.5,2170,3840,2000
695,2/8/10,299950,263000001,Townhouse,3,2.5,1250,1396,2009
696,1/6/10,295000,263000002,Townhouse,3,2.5,1440,1102,2009
697,3/27/13,330000,263000002,Townhouse,3,2.5,1440,1102,2009
698,2/10/10,299950,263000006,Townhouse,3,2.5,1530,1131,2009
699,3/1/10,299950,263000007,Townhouse,3,2.5,1280,1434,2009
700,10/13/09,309950,263000009,Townhouse,3,2.5,1440,1102,2009
701,7/17/09,312000,263000010,Townhouse,3,2.5,1530,1509,2009
702,10/20/09,309950,263000013,Townhouse,3,2.5,1280,1434,2009
703,6/11/09,314950,263000016,Townhouse,3,2.5,1530,1509,2009
704,10/26/09,309950,263000018,Townhouse,3,2.5,1530,1131,2009
705,4/25/11,264950,263000023,Townhouse,3,2.25,1660,1441,2010
706,5/11/11,274950,263000026,Townhouse,3,2.25,1540,1607,2010
707,4/13/11,274950,263000028,Townhouse,3,2.25,1540,1559,2010
708,5/28/09,497500,263000171,Single Family,5,3,2520,5460,2008
